LOCAL 2024-02-12 12:22:47 INFO  Manager:18 - Manager started
LOCAL 2024-02-12 12:24:15 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:15 INFO  ManagerTask:126 - Completed tasks 25 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:15 INFO  ManagerTask:97 - Received response for reviewId R3R9QKZ61DMKGF for inputIndex 0 for taskType sentimentAnalysis with taskResult 3
LOCAL 2024-02-12 12:24:15 INFO  ManagerTask:121 - Updated summary message for reviewId R3R9QKZ61DMKGF for inputIndex 0 with sentiment 3 and entities 
LOCAL 2024-02-12 12:24:15 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:15 INFO  ManagerTask:126 - Completed tasks 26 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:15 INFO  ManagerTask:97 - Received response for reviewId R33SW6AMDKTSB8 for inputIndex 0 for taskType sentimentAnalysis with taskResult 3
LOCAL 2024-02-12 12:24:15 INFO  ManagerTask:121 - Updated summary message for reviewId R33SW6AMDKTSB8 for inputIndex 0 with sentiment 3 and entities 
LOCAL 2024-02-12 12:24:15 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:15 INFO  ManagerTask:126 - Completed tasks 27 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:15 INFO  ManagerTask:97 - Received response for reviewId R366N97DLUODS7 for inputIndex 0 for taskType entityRecognition with taskResult 
LOCAL 2024-02-12 12:24:15 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:15 INFO  ManagerTask:126 - Completed tasks 28 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:97 - Received response for reviewId R3MRIY8FUDOYHU for inputIndex 0 for taskType entityRecognition with taskResult Katz: PERSON, Karen: PERSON, Katz: PERSON, Katz: PERSON
LOCAL 2024-02-12 12:24:16 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:126 - Completed tasks 29 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:97 - Received response for reviewId R1IKZK5S0DCKZ0 for inputIndex 0 for taskType entityRecognition with taskResult Karen: PERSON, Katz: PERSON
LOCAL 2024-02-12 12:24:16 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:126 - Completed tasks 30 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:97 - Received response for reviewId R3P2KOXRF7Z400 for inputIndex 0 for taskType entityRecognition with taskResult 
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:121 - Updated summary message for reviewId R3P2KOXRF7Z400 for inputIndex 0 with sentiment 3 and entities 
LOCAL 2024-02-12 12:24:16 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:126 - Completed tasks 31 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:97 - Received response for reviewId R3V239ZPPF0XY3 for inputIndex 0 for taskType sentimentAnalysis with taskResult 2
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:121 - Updated summary message for reviewId R3V239ZPPF0XY3 for inputIndex 0 with sentiment 2 and entities 
LOCAL 2024-02-12 12:24:16 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:126 - Completed tasks 32 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:97 - Received response for reviewId RB9QK3F6SUQPU for inputIndex 0 for taskType sentimentAnalysis with taskResult 4
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:121 - Updated summary message for reviewId RB9QK3F6SUQPU for inputIndex 0 with sentiment 4 and entities 
LOCAL 2024-02-12 12:24:16 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:16 INFO  ManagerTask:126 - Completed tasks 33 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:97 - Received response for reviewId R14D3WP6J91DCU for inputIndex 0 for taskType entityRecognition with taskResult 
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:121 - Updated summary message for reviewId R14D3WP6J91DCU for inputIndex 0 with sentiment 3 and entities 
LOCAL 2024-02-12 12:24:17 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:126 - Completed tasks 34 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:97 - Received response for reviewId R1RUXYHCSZSHJ0 for inputIndex 0 for taskType entityRecognition with taskResult 
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:121 - Updated summary message for reviewId R1RUXYHCSZSHJ0 for inputIndex 0 with sentiment 2 and entities 
LOCAL 2024-02-12 12:24:17 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:126 - Completed tasks 35 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:97 - Received response for reviewId R1IKZK5S0DCKZ0 for inputIndex 0 for taskType sentimentAnalysis with taskResult 3
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:121 - Updated summary message for reviewId R1IKZK5S0DCKZ0 for inputIndex 0 with sentiment 3 and entities Karen: PERSON, Katz: PERSON
LOCAL 2024-02-12 12:24:17 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:126 - Completed tasks 36 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:97 - Received response for reviewId RW6ORU2M3C461 for inputIndex 0 for taskType entityRecognition with taskResult 
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:121 - Updated summary message for reviewId RW6ORU2M3C461 for inputIndex 0 with sentiment 3 and entities 
LOCAL 2024-02-12 12:24:17 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:126 - Completed tasks 37 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:97 - Received response for reviewId RSO743RDYVWTZ for inputIndex 0 for taskType entityRecognition with taskResult 
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:121 - Updated summary message for reviewId RSO743RDYVWTZ for inputIndex 0 with sentiment 2 and entities 
LOCAL 2024-02-12 12:24:17 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:126 - Completed tasks 38 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:97 - Received response for reviewId R366N97DLUODS7 for inputIndex 0 for taskType sentimentAnalysis with taskResult 2
LOCAL 2024-02-12 12:24:17 INFO  ManagerTask:121 - Updated summary message for reviewId R366N97DLUODS7 for inputIndex 0 with sentiment 2 and entities 
LOCAL 2024-02-12 12:24:18 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:18 INFO  ManagerTask:126 - Completed tasks 39 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:18 INFO  ManagerTask:97 - Received response for reviewId R3MRIY8FUDOYHU for inputIndex 0 for taskType sentimentAnalysis with taskResult 2
LOCAL 2024-02-12 12:24:18 INFO  ManagerTask:121 - Updated summary message for reviewId R3MRIY8FUDOYHU for inputIndex 0 with sentiment 2 and entities Katz: PERSON, Karen: PERSON, Katz: PERSON, Katz: PERSON
LOCAL 2024-02-12 12:24:18 INFO  SQSHandler:116 - Deleted message from https://sqs.us-east-1.amazonaws.com/767398090493/workerToManagerQueue
LOCAL 2024-02-12 12:24:18 INFO  ManagerTask:126 - Completed tasks 40 out of 40 for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:18 INFO  ManagerTask:46 - Received all responses from workers for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:19 INFO  S3Handler:52 - Content uploaded to S3 bucket sarcasm-analysis-bucket with key 9c9889cae2404a2e/9c9889cae2404a2e-summary-0
LOCAL 2024-02-12 12:24:19 INFO  SQSHandler:76 - Sent message to https://sqs.us-east-1.amazonaws.com/767398090493/managerToLocalQueue
LOCAL 2024-02-12 12:24:19 INFO  ManagerTask:149 - Uploaded summary file 9c9889cae2404a2e-summary-0 to S3 and sent response to local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:19 INFO  ManagerTask:50 - Finished summary for local app 9c9889cae2404a2e for inputIndex 0
LOCAL 2024-02-12 12:24:28 INFO  ManagerEnv:41 - Releasing workers
LOCAL 2024-02-12 12:24:30 INFO  Manager:46 - Polled 0 requests
LOCAL 2024-02-12 12:24:30 INFO  Manager:41 - Polling requests from localToManagerQueue
LOCAL 2024-02-12 12:24:31 INFO  EC2Handler:118 - Active workers: 4
LOCAL 2024-02-12 12:24:35 INFO  EC2Handler:163 - Terminating worker instance
LOCAL 2024-02-12 12:24:36 INFO  EC2Handler:123 - Terminating EC2 instance i-0adf8af8b862f528e
LOCAL 2024-02-12 12:24:38 INFO  EC2Handler:163 - Terminating worker instance
LOCAL 2024-02-12 12:24:39 INFO  EC2Handler:123 - Terminating EC2 instance i-0f9e716c55f4cb1ea
LOCAL 2024-02-12 12:24:40 INFO  EC2Handler:163 - Terminating worker instance
LOCAL 2024-02-12 12:24:41 INFO  EC2Handler:123 - Terminating EC2 instance i-08d74b4143c7ebcae
LOCAL 2024-02-12 12:24:43 INFO  EC2Handler:163 - Terminating worker instance
LOCAL 2024-02-12 12:24:44 INFO  EC2Handler:123 - Terminating EC2 instance i-01c97680b17555e2b
LOCAL 2024-02-12 12:25:10 INFO  Manager:46 - Polled 0 requests
LOCAL 2024-02-12 12:25:10 INFO  Manager:41 - Polling requests from localToManagerQueue
LOCAL 2024-02-12 12:25:10 INFO  ManagerEnv:49 - Released workers, current amount: 0
LOCAL 2024-02-12 12:25:10 INFO  ManagerTask:54 - ManagerTask finished for local app 9c9889cae2404a2e for inputIndex 0
